experiment,model,nfe,solver,skip_type,num_samples,fid,ctx_frac,warmth
new_warmth_scaling_e2e_0_100,latest,2,midpoint,time_uniform,50000,0.202392578125,0.8,0.0
cifar10_cold_fm_0_100,latest,2,midpoint,time_uniform,50000,0.112548828125,0.9,0.0
new_warmth_scaling_e2e_0_100,latest,2,midpoint,time_uniform,50000,0.12060546875,0.9,0.0
cifar10_cold_fm_0_100,latest,2,midpoint,time_uniform,50000,0.09320068359375,0.95,0.5
new_warmth_scaling_e2e_0_100,latest,2,midpoint,time_uniform,50000,0.11505126953125,0.95,0.5
cifar10_cold_fm_0_100,latest,2,midpoint,time_uniform,50000,0.08709716796875,0.98,0.5
new_warmth_scaling_e2e_0_100,latest,2,midpoint,time_uniform,50000,0.12103271484375,0.98,0.5
cifar10_cold_fm_0_100,latest,2,midpoint,time_uniform,50000,0.0858154296875,0.99,1.0
new_warmth_scaling_e2e_0_100,latest,2,midpoint,time_uniform,50000,0.0240020751953125,0.99,1.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,41.09375,0.0,1.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,39.03125,0.0,1.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,26.796875,0.01,1.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,22.40625,0.01,1.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,21.328125,0.02,1.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,14.859375,0.02,1.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,12.984375,0.05,1.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,5.48828125,0.05,1.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,8.6328125,0.1,1.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,2.45703125,0.1,1.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,5.6015625,0.2,1.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,1.408203125,0.2,1.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,3.697265625,0.3,1.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,0.95654296875,0.3,1.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,2.369140625,0.4,1.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,0.681640625,0.4,1.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,1.46875,0.5,0.2
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,1.3017578125,0.5,0.2
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,0.86328125,0.6,0.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,0.7744140625,0.6,0.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,0.472900390625,0.7,0.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,0.4228515625,0.7,0.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,0.2314453125,0.8,0.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,0.20947265625,0.8,0.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,0.0933837890625,0.9,0.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,0.0947265625,0.9,0.0
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,0.050811767578125,0.95,0.5
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,0.058807373046875,0.95,0.5
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,0.031463623046875,0.98,0.5
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,0.044677734375,0.98,0.5
cifar10_cold_fm_0_100,latest,4,midpoint,time_uniform,50000,0.0260162353515625,0.99,1.0
new_warmth_scaling_e2e_0_100,latest,4,midpoint,time_uniform,50000,0.0188751220703125,0.99,1.0
cifar10_cold_fm_0_100,latest,6,midpoint,time_uniform,50000,35.625,0.0,1.0
new_warmth_scaling_e2e_0_100,latest,6,midpoint,time_uniform,50000,34.875,0.0,1.0
cifar10_cold_fm_0_100,latest,6,midpoint,time_uniform,50000,21.390625,0.01,1.0
new_warmth_scaling_e2e_0_100,latest,6,midpoint,time_uniform,50000,17.8125,0.01,1.0
cifar10_cold_fm_0_100,latest,6,midpoint,time_uniform,50000,16.484375,0.02,1.0
new_warmth_scaling_e2e_0_100,latest,6,midpoint,time_uniform,50000,11.4921875,0.02,1.0
cifar10_cold_fm_0_100,latest,6,midpoint,time_uniform,50000,9.484375,0.05,1.0
new_warmth_scaling_e2e_0_100,latest,6,midpoint,time_uniform,50000,4.0234375,0.05,1.0
cifar10_cold_fm_0_100,latest,6,midpoint,time_uniform,50000,6.18359375,0.1,1.0
new_warmth_scaling_e2e_0_100,latest,6,midpoint,time_uniform,50000,1.798828125,0.1,1.0
cifar10_cold_fm_0_100,latest,6,midpoint,time_uniform,50000,4.08984375,0.2,1.0
new_warmth_scaling_e2e_0_100,latest,6,midpoint,time_uniform,50000,1.1328125,0.2,1.0
cifar10_cold_fm_0_100,latest,6,midpoint,time_uniform,50000,2.755859375,0.3,1.0
new_warmth_scaling_e2e_0_100,latest,6,midpoint,time_uniform,50000,0.82763671875,0.3,1.0
cifar10_cold_fm_0_100,latest,6,midpoint,time_uniform,50000,1.8388671875,0.4,1.0
new_warmth_scaling_e2e_0_100,latest,6,midpoint,time_uniform,50000,0.62451171875,0.4,1.0
cifar10_cold_fm_0_100,latest,6,midpoint,time_uniform,50000,1.1943359375,0.5,0.2
new_warmth_scaling_e2e_0_100,latest,6,midpoint,time_uniform,50000,1.0751953125,0.5,0.2
cifar10_cold_fm_0_100,latest,6,midpoint,time_uniform,50000,0.7431640625,0.6,0.0
new_warmth_scaling_e2e_0_100,latest,6,midpoint,time_uniform,50000,0.6796875,0.6,0.0
